Date,Q
2015-01-01,27.127272727272725
2015-02-01,51.14545454545455
2015-03-01,35.31636363636364
2015-04-01,30.033636363636365
2015-05-01,19.387272727272727
2015-06-01,19.076363636363638
2015-07-01,21.356454545454547
2015-08-01,10.394909090909092
2015-09-01,14.055454545454545
2015-10-01,18.018181818181816
2015-11-01,23.963636363636365
2015-12-01,34.11818181818182
2016-01-01,27.127272727272725
2016-02-01,51.14545454545455
2016-03-01,35.31636363636364
2016-04-01,30.033636363636365
2016-05-01,19.387272727272727
2016-06-01,19.076363636363638
2016-07-01,21.356454545454547
2016-08-01,10.394909090909092
2016-09-01,14.055454545454545
2016-10-01,18.018181818181816
2016-11-01,23.963636363636365
2016-12-01,34.11818181818182
2017-01-01,27.127272727272725
2017-02-01,51.14545454545455
2017-03-01,35.31636363636364
2017-04-01,30.033636363636365
2017-05-01,19.387272727272727
2017-06-01,19.076363636363638
2017-07-01,21.356454545454547
2017-08-01,10.394909090909092
2017-09-01,14.055454545454545
2017-10-01,18.018181818181816
2017-11-01,23.963636363636365
2017-12-01,34.11818181818182
2018-01-01,27.127272727272725
2018-02-01,51.14545454545455
2018-03-01,35.31636363636364
2018-04-01,30.033636363636365
2018-05-01,19.387272727272727
2018-06-01,19.076363636363638
2018-07-01,21.356454545454547
2018-08-01,10.394909090909092
2018-09-01,14.055454545454545
2018-10-01,18.018181818181816
2018-11-01,23.963636363636365
2018-12-01,34.11818181818182
2019-01-01,27.127272727272725
2019-02-01,51.14545454545455
2019-03-01,35.31636363636364
2019-04-01,30.033636363636365
2019-05-01,19.387272727272727
2019-06-01,19.076363636363638
2019-07-01,21.356454545454547
2019-08-01,10.394909090909092
2019-09-01,14.055454545454545
2019-10-01,18.018181818181816
2019-11-01,23.963636363636365
2019-12-01,34.11818181818182
2020-01-01,27.127272727272725
2020-02-01,51.14545454545455
2020-03-01,35.31636363636364
2020-04-01,30.033636363636365
2020-05-01,19.387272727272727
2020-06-01,19.076363636363638
2020-07-01,21.356454545454547
2020-08-01,10.394909090909092
2020-09-01,14.055454545454545
2020-10-01,18.018181818181816
2020-11-01,23.963636363636365
2020-12-01,34.11818181818182
2021-01-01,27.127272727272725
2021-02-01,51.14545454545455
2021-03-01,35.31636363636364
2021-04-01,30.033636363636365
2021-05-01,19.387272727272727
2021-06-01,19.076363636363638
2021-07-01,21.356454545454547
2021-08-01,10.394909090909092
2021-09-01,14.055454545454545
2021-10-01,18.018181818181816
2021-11-01,23.963636363636365
2021-12-01,34.11818181818182
2022-01-01,27.127272727272725
2022-02-01,51.14545454545455
2022-03-01,35.31636363636364
2022-04-01,30.033636363636365
2022-05-01,19.387272727272727
2022-06-01,19.076363636363638
2022-07-01,21.356454545454547
2022-08-01,10.394909090909092
2022-09-01,14.055454545454545
2022-10-01,18.018181818181816
2022-11-01,23.963636363636365
2022-12-01,34.11818181818182
2023-01-01,27.127272727272725
2023-02-01,51.14545454545455
2023-03-01,35.31636363636364
2023-04-01,30.033636363636365
2023-05-01,19.387272727272727
2023-06-01,19.076363636363638
2023-07-01,21.356454545454547
2023-08-01,10.394909090909092
2023-09-01,14.055454545454545
2023-10-01,18.018181818181816
2023-11-01,23.963636363636365
2023-12-01,34.11818181818182
2024-01-01,27.127272727272725
2024-02-01,51.14545454545455
2024-03-01,35.31636363636364
2024-04-01,30.033636363636365
2024-05-01,19.387272727272727
2024-06-01,19.076363636363638
2024-07-01,21.356454545454547
2024-08-01,10.394909090909092
2024-09-01,14.055454545454545
2024-10-01,18.018181818181816
2024-11-01,23.963636363636365
2024-12-01,34.11818181818182
2025-01-01,27.127272727272725
2025-02-01,51.14545454545455
2025-03-01,35.31636363636364
2025-04-01,30.033636363636365
2025-05-01,19.387272727272727
2025-06-01,19.076363636363638
2025-07-01,21.356454545454547
2025-08-01,10.394909090909092
2025-09-01,14.055454545454545
2025-10-01,18.018181818181816
2025-11-01,23.963636363636365
2025-12-01,34.11818181818182
2026-01-01,27.127272727272725
2026-02-01,51.14545454545455
2026-03-01,35.31636363636364
2026-04-01,30.033636363636365
2026-05-01,19.387272727272727
2026-06-01,19.076363636363638
2026-07-01,21.356454545454547
2026-08-01,10.394909090909092
2026-09-01,14.055454545454545
2026-10-01,18.018181818181816
2026-11-01,23.963636363636365
2026-12-01,34.11818181818182
2027-01-01,27.127272727272725
2027-02-01,51.14545454545455
2027-03-01,35.31636363636364
2027-04-01,30.033636363636365
2027-05-01,19.387272727272727
2027-06-01,19.076363636363638
2027-07-01,21.356454545454547
2027-08-01,10.394909090909092
2027-09-01,14.055454545454545
2027-10-01,18.018181818181816
2027-11-01,23.963636363636365
2027-12-01,34.11818181818182
2028-01-01,27.127272727272725
2028-02-01,51.14545454545455
2028-03-01,35.31636363636364
2028-04-01,30.033636363636365
2028-05-01,19.387272727272727
2028-06-01,19.076363636363638
2028-07-01,21.356454545454547
2028-08-01,10.394909090909092
2028-09-01,14.055454545454545
2028-10-01,18.018181818181816
2028-11-01,23.963636363636365
2028-12-01,34.11818181818182
2029-01-01,27.127272727272725
2029-02-01,51.14545454545455
2029-03-01,35.31636363636364
2029-04-01,30.033636363636365
2029-05-01,19.387272727272727
2029-06-01,19.076363636363638
2029-07-01,21.356454545454547
2029-08-01,10.394909090909092
2029-09-01,14.055454545454545
2029-10-01,18.018181818181816
2029-11-01,23.963636363636365
2029-12-01,34.11818181818182
2030-01-01,27.127272727272725
2030-02-01,51.14545454545455
2030-03-01,35.31636363636364
2030-04-01,30.033636363636365
2030-05-01,19.387272727272727
2030-06-01,19.076363636363638
2030-07-01,21.356454545454547
2030-08-01,10.394909090909092
2030-09-01,14.055454545454545
2030-10-01,18.018181818181816
2030-11-01,23.963636363636365
2030-12-01,34.11818181818182
2031-01-01,27.127272727272725
2031-02-01,51.14545454545455
2031-03-01,35.31636363636364
2031-04-01,30.033636363636365
2031-05-01,19.387272727272727
2031-06-01,19.076363636363638
2031-07-01,21.356454545454547
2031-08-01,10.394909090909092
2031-09-01,14.055454545454545
2031-10-01,18.018181818181816
2031-11-01,23.963636363636365
2031-12-01,34.11818181818182
2032-01-01,27.127272727272725
2032-02-01,51.14545454545455
2032-03-01,35.31636363636364
2032-04-01,30.033636363636365
2032-05-01,19.387272727272727
2032-06-01,19.076363636363638
2032-07-01,21.356454545454547
2032-08-01,10.394909090909092
2032-09-01,14.055454545454545
2032-10-01,18.018181818181816
2032-11-01,23.963636363636365
2032-12-01,34.11818181818182
2033-01-01,27.127272727272725
2033-02-01,51.14545454545455
2033-03-01,35.31636363636364
2033-04-01,30.033636363636365
2033-05-01,19.387272727272727
2033-06-01,19.076363636363638
2033-07-01,21.356454545454547
2033-08-01,10.394909090909092
2033-09-01,14.055454545454545
2033-10-01,18.018181818181816
2033-11-01,23.963636363636365
2033-12-01,34.11818181818182
2034-01-01,27.127272727272725
2034-02-01,51.14545454545455
2034-03-01,35.31636363636364
2034-04-01,30.033636363636365
2034-05-01,19.387272727272727
2034-06-01,19.076363636363638
2034-07-01,21.356454545454547
2034-08-01,10.394909090909092
2034-09-01,14.055454545454545
2034-10-01,18.018181818181816
2034-11-01,23.963636363636365
2034-12-01,34.11818181818182
2035-01-01,27.127272727272725
2035-02-01,51.14545454545455
2035-03-01,35.31636363636364
2035-04-01,30.033636363636365
2035-05-01,19.387272727272727
2035-06-01,19.076363636363638
2035-07-01,21.356454545454547
2035-08-01,10.394909090909092
2035-09-01,14.055454545454545
2035-10-01,18.018181818181816
2035-11-01,23.963636363636365
2035-12-01,34.11818181818182
2036-01-01,27.127272727272725
2036-02-01,51.14545454545455
2036-03-01,35.31636363636364
2036-04-01,30.033636363636365
2036-05-01,19.387272727272727
2036-06-01,19.076363636363638
2036-07-01,21.356454545454547
2036-08-01,10.394909090909092
2036-09-01,14.055454545454545
2036-10-01,18.018181818181816
2036-11-01,23.963636363636365
2036-12-01,34.11818181818182
2037-01-01,27.127272727272725
2037-02-01,51.14545454545455
2037-03-01,35.31636363636364
2037-04-01,30.033636363636365
2037-05-01,19.387272727272727
2037-06-01,19.076363636363638
2037-07-01,21.356454545454547
2037-08-01,10.394909090909092
2037-09-01,14.055454545454545
2037-10-01,18.018181818181816
2037-11-01,23.963636363636365
2037-12-01,34.11818181818182
2038-01-01,27.127272727272725
2038-02-01,51.14545454545455
2038-03-01,35.31636363636364
2038-04-01,30.033636363636365
2038-05-01,19.387272727272727
2038-06-01,19.076363636363638
2038-07-01,21.356454545454547
2038-08-01,10.394909090909092
2038-09-01,14.055454545454545
2038-10-01,18.018181818181816
2038-11-01,23.963636363636365
2038-12-01,34.11818181818182
2039-01-01,27.127272727272725
2039-02-01,51.14545454545455
2039-03-01,35.31636363636364
2039-04-01,30.033636363636365
2039-05-01,19.387272727272727
2039-06-01,19.076363636363638
2039-07-01,21.356454545454547
2039-08-01,10.394909090909092
2039-09-01,14.055454545454545
2039-10-01,18.018181818181816
2039-11-01,23.963636363636365
2039-12-01,34.11818181818182
2040-01-01,27.127272727272725
2040-02-01,51.14545454545455
2040-03-01,35.31636363636364
2040-04-01,30.033636363636365
2040-05-01,19.387272727272727
2040-06-01,19.076363636363638
2040-07-01,21.356454545454547
2040-08-01,10.394909090909092
2040-09-01,14.055454545454545
2040-10-01,18.018181818181816
2040-11-01,23.963636363636365
2040-12-01,34.11818181818182
2041-01-01,27.127272727272725
2041-02-01,51.14545454545455
2041-03-01,35.31636363636364
2041-04-01,30.033636363636365
2041-05-01,19.387272727272727
2041-06-01,19.076363636363638
2041-07-01,21.356454545454547
2041-08-01,10.394909090909092
2041-09-01,14.055454545454545
2041-10-01,18.018181818181816
2041-11-01,23.963636363636365
2041-12-01,34.11818181818182
2042-01-01,27.127272727272725
2042-02-01,51.14545454545455
2042-03-01,35.31636363636364
2042-04-01,30.033636363636365
2042-05-01,19.387272727272727
2042-06-01,19.076363636363638
2042-07-01,21.356454545454547
2042-08-01,10.394909090909092
2042-09-01,14.055454545454545
2042-10-01,18.018181818181816
2042-11-01,23.963636363636365
2042-12-01,34.11818181818182
2043-01-01,27.127272727272725
2043-02-01,51.14545454545455
2043-03-01,35.31636363636364
2043-04-01,30.033636363636365
2043-05-01,19.387272727272727
2043-06-01,19.076363636363638
2043-07-01,21.356454545454547
2043-08-01,10.394909090909092
2043-09-01,14.055454545454545
2043-10-01,18.018181818181816
2043-11-01,23.963636363636365
2043-12-01,34.11818181818182
2044-01-01,27.127272727272725
2044-02-01,51.14545454545455
2044-03-01,35.31636363636364
2044-04-01,30.033636363636365
2044-05-01,19.387272727272727
2044-06-01,19.076363636363638
2044-07-01,21.356454545454547
2044-08-01,10.394909090909092
2044-09-01,14.055454545454545
2044-10-01,18.018181818181816
2044-11-01,23.963636363636365
2044-12-01,34.11818181818182
2045-01-01,27.127272727272725
2045-02-01,51.14545454545455
2045-03-01,35.31636363636364
2045-04-01,30.033636363636365
2045-05-01,19.387272727272727
