Date,Q
2017-01-01,0.0
2017-02-01,0.0
2017-03-01,0.040494050226310405
2017-04-01,0.5417761717038982
2017-05-01,1.875501898087312
2017-06-01,2.6959683895459188
2017-07-01,3.1077681656689538
2017-08-01,3.8396192266510925
2017-09-01,2.9572291575412466
2017-10-01,0.42054877232686033
2017-11-01,0.0
2017-12-01,0.0
2018-01-01,0.0
2018-02-01,0.0
2018-03-01,0.4591911227916484
2018-04-01,0.7228777315423176
2018-05-01,1.9133457743222855
2018-06-01,2.7141241726286074
2018-07-01,2.4447493855550686
2018-08-01,2.7277248503431157
2018-09-01,2.111439626222806
2018-10-01,0.8361622134618193
2018-11-01,0.0
2018-12-01,0.0
2019-01-01,0.0
2019-02-01,0.0
2019-03-01,0.2622911799776123
2019-04-01,1.4770822687010268
2019-05-01,2.412757184747165
2019-06-01,2.3824645933712953
2019-07-01,2.8351880749014455
2019-08-01,3.8968127950552387
2019-09-01,2.420658277364092
2019-10-01,0.6709160704725751
2019-11-01,0.0
2019-12-01,0.0
2020-01-01,0.0
2020-02-01,0.0
2020-03-01,0.1353756022777048
2020-04-01,0.9194734936973767
2020-05-01,1.8042589854966662
2020-06-01,2.9502748272253854
2020-07-01,3.1114563561590503
2020-08-01,4.603257166496325
2020-09-01,3.3271014320825425
2020-10-01,0.6281216540127512
2020-11-01,0.0
2020-12-01,0.0
2021-01-01,0.0
2021-02-01,0.0
2021-03-01,0.07570676376113303
2021-04-01,0.45668163235508835
2021-05-01,1.5229298985253321
2021-06-01,3.0424795894777827
2021-07-01,3.0449852776561057
2021-08-01,3.5209367547573858
2021-09-01,2.76239003869178
2021-10-01,0.5442818598822212
2021-11-01,0.0
2021-12-01,0.0
2022-01-01,0.0
2022-02-01,0.0
2022-03-01,0.02826218547719862
2022-04-01,0.3338420754854724
2022-05-01,1.6906513116270017
2022-06-01,2.620934625492773
2022-07-01,2.8805870382537595
2022-08-01,3.679939589721127
2022-09-01,2.2595375845622234
2022-10-01,0.6463610867766584
2022-11-01,0.0
2022-12-01,0.0
