Date,ETblue [m^3/s]
2017-01-01,0.0
2017-02-01,0.0
2017-03-01,0.29080811675670415
2017-04-01,0.6847410814230788
2017-05-01,2.249948289287974
2017-06-01,3.191166897843968
2017-07-01,3.4300817941791992
2017-08-01,3.0810991263931475
2017-09-01,2.0923142672896287
2017-10-01,0.25104029785370124
2017-11-01,0.0
2017-12-01,0.0
2018-01-01,0.0
2018-02-01,0.0
2018-03-01,0.45522916970847327
2018-04-01,1.2143005974108143
2018-05-01,2.518695703752373
2018-06-01,3.2096800932009533
2018-07-01,3.0167306966953813
2018-08-01,3.213007069158514
2018-09-01,1.9205472514235655
2018-10-01,0.7854324840609335
2018-11-01,0.0
2018-12-01,0.0
2019-01-01,0.0
2019-02-01,0.0
2019-03-01,0.08841010853165912
2019-04-01,0.4199708290748041
2019-05-01,2.234032036307003
2019-06-01,2.4959467927191317
2019-07-01,3.1286273543583007
2019-08-01,3.8150072090816174
2019-09-01,1.9897901761814376
2019-10-01,0.44090986518713193
2019-11-01,0.0
2019-12-01,0.0
2020-01-01,0.0
2020-02-01,0.0
2020-03-01,0.168915322188154
2020-04-01,0.4932327407894097
2020-05-01,1.7755633425804256
2020-06-01,3.359728610016061
2020-07-01,4.225810793546503
2020-08-01,4.9568139509417435
2020-09-01,2.9709629142940575
2020-10-01,0.4850616878376406
2020-11-01,0.0
2020-12-01,0.0
2021-01-01,0.0
2021-02-01,0.0
2021-03-01,0.08060407237066239
2021-04-01,0.34493706502165766
2021-05-01,1.1928140361123278
2021-06-01,2.5054030089550787
2021-07-01,3.149878175646079
2021-08-01,3.229619135396895
2021-09-01,1.968280801333528
2021-10-01,0.29579287730568943
2021-11-01,0.0
2021-12-01,0.0
2022-01-01,0.0
2022-02-01,0.0
2022-03-01,0.021672871952109797
2022-04-01,0.15599144643986954
2022-05-01,2.0079193434564653
2022-06-01,2.9470695235314155
2022-07-01,3.4582793412663646
2022-08-01,3.618384831118898
2022-09-01,1.7895784664427894
2022-10-01,0.43461712780454564
2022-11-01,0.0
2022-12-01,0.0
