Date,ETblue [m^3/s]
2017-01-01,0.0
2017-02-01,0.0
2017-03-01,0.030361032024139777
2017-04-01,0.38254520124592395
2017-05-01,1.3413416496325499
2017-06-01,2.103036635518567
2017-07-01,2.7797663588358397
2017-08-01,2.856461709738648
2017-09-01,2.0508772570204896
2017-10-01,0.36684947924271183
2017-11-01,0.0
2017-12-01,0.0
2018-01-01,0.0
2018-02-01,0.0
2018-03-01,0.3056597374312552
2018-04-01,0.5860496666179977
2018-05-01,1.5608840402491846
2018-06-01,2.1201886224266318
2018-07-01,2.3906698666471993
2018-08-01,2.5541175414902417
2018-09-01,1.863859383364968
2018-10-01,0.7903221881539884
2018-11-01,0.0
2018-12-01,0.0
2019-01-01,0.0
2019-02-01,0.0
2019-03-01,0.014266072906020345
2019-04-01,0.3426443033046187
2019-05-01,1.580861105027498
2019-06-01,1.9318893877451697
2019-07-01,2.4380117839587285
2019-08-01,2.783979260962671
2019-09-01,1.7272328381272204
2019-10-01,0.6127491239597022
2019-11-01,0.0
2019-12-01,0.0
2020-01-01,0.0
2020-02-01,0.0
2020-03-01,0.1474629812138025
2020-04-01,0.5846124130043315
2020-05-01,1.3031935927385991
2020-06-01,2.0917591375869957
2020-07-01,2.7000063877938385
2020-08-01,3.0807607254100358
2020-09-01,2.399335213169806
2020-10-01,0.44582618508784744
2020-11-01,0.0
2020-12-01,0.0
2021-01-01,0.0
2021-02-01,0.0
2021-03-01,0.06610225945393489
2021-04-01,0.24347000170341168
2021-05-01,0.9049526694894632
2021-06-01,1.7728333211661071
2021-07-01,2.2822560775295666
2021-08-01,2.3366816019370225
2021-09-01,1.6263361135445564
2021-10-01,0.4412064413296345
2021-11-01,0.0
2021-12-01,0.0
2022-01-01,0.0
2022-02-01,0.0
2022-03-01,0.03870318659658344
2022-04-01,0.21538272010512483
2022-05-01,1.254764229571227
2022-06-01,1.7385711721905874
2022-07-01,2.340453442108337
2022-08-01,2.7918727490631237
2022-09-01,1.676970786489512
2022-10-01,0.6600910412712319
2022-11-01,0.0
2022-12-01,0.0
