Date,Evaporation
2010-01-01,37.918003003426335
2010-02-01,37.618671894049115
2010-03-01,62.00700117795488
2010-04-01,122.18954042593208
2010-05-01,244.17791551958544
2010-06-01,329.1930902995604
2010-07-01,370.71940122104405
2010-08-01,363.93020470583707
2010-09-01,242.40318387215527
2010-10-01,174.260242745413
2010-11-01,73.05081227267203
2010-12-01,36.20548543622614
2011-01-01,36.77904128100718
2011-02-01,37.54394090567529
2011-03-01,64.414030691521
2011-04-01,122.44680440344996
2011-05-01,283.9766496757442
2011-06-01,342.80893093017727
2011-07-01,368.2622172727902
2011-08-01,382.03154518625996
2011-09-01,257.7145399524504
2011-10-01,158.62852843980113
2011-11-01,73.49359125777833
2011-12-01,35.84879464310627
2012-01-01,36.54404917848873
2012-02-01,37.074651321016525
2012-03-01,65.69276512060296
2012-04-01,128.90548426008337
2012-05-01,245.9166951671831
2012-06-01,332.42685244933205
2012-07-01,392.0149954392445
2012-08-01,374.8983898274502
2012-09-01,245.16067927998196
2012-10-01,153.37389297554688
2012-11-01,73.31579846529719
2012-12-01,35.969302955593044
2013-01-01,37.61101332056182
2013-02-01,37.90382961284398
2013-03-01,62.90963724554217
2013-04-01,114.5122417284249
2013-05-01,237.7057912757428
2013-06-01,340.3410598158786
2013-07-01,410.97041446863165
2013-08-01,360.3252767288042
2013-09-01,300.2380217678643
2013-10-01,153.37389297554688
2013-11-01,72.93705213342164
2013-12-01,36.04423219286992
2014-01-01,37.170028140942115
2014-02-01,36.741566083135275
2014-03-01,64.14497570983632
2014-04-01,112.06146383733336
2014-05-01,291.51136148200936
2014-06-01,336.0861096188101
2014-07-01,362.52878806019453
2014-08-01,363.47000113429993
2014-09-01,269.25248126414067
2014-10-01,142.03842150234385
2014-11-01,73.54604353755248
2014-12-01,36.16681228150259
2015-01-01,37.24002578850081
2015-02-01,37.95053648057761
2015-03-01,65.32823901638508
2015-04-01,121.1334040971747
2015-05-01,280.98208472710206
2015-06-01,361.10521677757055
2015-07-01,442.79679703649276
2015-08-01,348.2832832736063
2015-09-01,253.72342817796604
2015-10-01,157.80232789510723
2015-11-01,73.20748791355581
2015-12-01,36.31943312425088
2016-01-01,38.16699463545652
2016-02-01,38.05680096223078
2016-03-01,61.36184783477553
2016-04-01,117.19320317834801
2016-05-01,277.3113276932813
2016-06-01,359.65853371056727
2016-07-01,430.39386853578105
2016-08-01,374.13138387488925
2016-09-01,307.3494572933088
2016-10-01,135.62710527551775
2016-11-01,73.65639768460973
2016-12-01,36.354998614755566
2017-01-01,37.23002612456384
2017-02-01,37.53607448584647
2017-03-01,64.85956259667627
2017-04-01,115.48713680112407
2017-05-01,305.51819753211544
2017-06-01,342.21323790258975
2017-07-01,419.5120539078008
2017-08-01,346.05896601118206
2017-09-01,259.0932876563619
2017-10-01,159.48777700628335
2017-11-01,72.79331926287176
2017-12-01,36.13331856714381
2018-01-01,36.95303543351018
2018-02-01,37.69094462622644
2018-03-01,60.42449499535794
2018-04-01,116.67867522331224
2018-05-01,226.79011904359328
2018-06-01,343.91521798141684
2018-07-01,443.14782331481655
2018-08-01,357.487354704331
2018-09-01,254.01369085247373
2018-10-01,144.15349489676112
2018-11-01,73.47656129681272
2018-12-01,36.36115999068948
2019-01-01,38.05199850018153
2019-02-01,37.84237320793129
2019-03-01,62.12561681504167
2019-04-01,119.08883248637444
2019-05-01,241.5697460481855
2019-06-01,299.6637359319091
2019-07-01,450.40236640013535
2019-08-01,358.0242588711227
2019-09-01,257.42427727794274
2019-10-01,162.8917232504228
2019-11-01,73.76538943478974
2019-12-01,36.4689463027803
