Date,Q
2010-01-01,46.97096774193548
2010-02-01,44.24285714285714
2010-03-01,61.18709677419355
2010-04-01,87.67999999999999
2010-05-01,172.93548387096774
2010-06-01,302.3
2010-07-01,385.4516129032258
2010-08-01,336.4193548387097
2010-09-01,180.43333333333334
2010-10-01,92.58387096774193
2010-11-01,72.55
2010-12-01,57.354838709677416
2011-01-01,46.61290322580645
2011-02-01,43.32142857142857
2011-03-01,45.406451612903226
2011-04-01,60.35333333333333
2011-05-01,160.90322580645162
2011-06-01,257.4
2011-07-01,318.51612903225805
2011-08-01,282.16129032258067
2011-09-01,143.18
2011-10-01,75.74193548387096
2011-11-01,73.95333333333333
2011-12-01,55.619354838709675
2012-01-01,49.29354838709678
2012-02-01,48.05172413793103
2012-03-01,48.02258064516129
2012-04-01,94.73
2012-05-01,141.61290322580646
2012-06-01,319.3333333333333
2012-07-01,421.35483870967744
2012-08-01,300.51612903225805
2012-09-01,191
2012-10-01,92.04516129032258
2012-11-01,70.22333333333333
2012-12-01,59.26451612903226
2013-01-01,57.76451612903226
2013-02-01,52.332142857142856
2013-03-01,49.729032258064514
2013-04-01,62.403333333333336
2013-05-01,127.49677419354839
2013-06-01,349.2
2013-07-01,341.64516129032256
2013-08-01,305.64516129032256
2013-09-01,163.76666666666668
2013-10-01,102.70967741935483
2013-11-01,66.08
2013-12-01,50.696774193548386
2014-01-01,48.55483870967742
2014-02-01,47.18214285714286
2014-03-01,55.29677419354839
2014-04-01,55.17
2014-05-01,121.05483870967743
2014-06-01,245.13333333333333
2014-07-01,294.4193548387097
2014-08-01,207.80645161290323
2014-09-01,123.77666666666667
2014-10-01,75.87741935483871
2014-11-01,57.55
2014-12-01,45.15806451612903
2015-01-01,37.89032258064516
2015-02-01,46.260714285714286
2015-03-01,47.33548387096774
2015-04-01,66.25666666666666
2015-05-01,154.7483870967742
2015-06-01,365.2
2015-07-01,489.2258064516129
2015-08-01,291.93548387096774
2015-09-01,134.03333333333333
2015-10-01,85.29032258064517
2015-11-01,71.28
2015-12-01,53.558064516129036
2016-01-01,41.47096774193548
2016-02-01,37.351724137931036
2016-03-01,39.37741935483871
2016-04-01,57.74
2016-05-01,249.63870967741934
2016-06-01,447.3
2016-07-01,417.1290322580645
2016-08-01,262.16129032258067
2016-09-01,170.16666666666666
2016-10-01,102.40645161290323
2016-11-01,69.28666666666666
2016-12-01,61.76129032258064
2017-01-01,48.25806451612903
2017-02-01,48.839285714285715
2017-03-01,58.43225806451613
2017-04-01,90.96666666666667
2017-05-01,197.66129032258064
2017-06-01,350.96666666666664
2017-07-01,390.4193548387097
2017-08-01,269.4516129032258
2017-09-01,154.93333333333334
2017-10-01,67.60967741935484
2017-11-01,52.22
2017-12-01,45.56774193548387
2018-01-01,42.37096774193548
2018-02-01,38.31785714285714
2018-03-01,38.41612903225806
2018-04-01,43.22666666666667
2018-05-01,92.52903225806452
2018-06-01,215.43333333333334
2018-07-01,356.3225806451613
2018-08-01,238.16129032258064
2018-09-01,124.17
2018-10-01,59.52258064516129
2018-11-01,48.236666666666665
2018-12-01,43.670967741935485
2019-01-01,42.28387096774193
2019-02-01,43.53928571428571
2019-03-01,44.064516129032256
2019-04-01,93.02666666666667
2019-05-01,133.1290322580645
2019-06-01,292.7
2019-07-01,562.5483870967741
2019-08-01,321.5806451612903
2019-09-01,136.43333333333334
2019-10-01,82.16451612903226
2019-11-01,63.78
2019-12-01,49.01935483870968
2020-01-01,46.23870967741935
2020-02-01,45.272413793103446
2020-03-01,40.57096774193548
2020-04-01,49.18333333333334
2020-05-01,143.2516129032258
2020-06-01,268.03333333333336
2020-07-01,272.5483870967742
2020-08-01,257.2903225806452
2020-09-01,120.64333333333333
2020-10-01,67.24193548387096
2020-11-01,55.92333333333333
2020-12-01,47.193548387096776
2021-01-01,47.535483870967745
2021-02-01,41.67857142857143
2021-03-01,41.57096774193548
2021-04-01,39.14333333333333
2021-05-01,106.75483870967741
2021-06-01,182.6
2021-07-01,222.67741935483872
2021-08-01,175.74193548387098
2021-09-01,127.01
2021-10-01,57.86129032258064
2021-11-01,45.403333333333336
2021-12-01,36.65483870967742
2022-01-01,36.58064516129032
2022-02-01,36.739285714285714
2022-03-01,49.07741935483871
2022-04-01,59.74
2022-05-01,156.26451612903224
2022-06-01,255.16666666666666
2022-07-01,395.38709677419354
2022-08-01,205.96774193548387
2022-09-01,130.56666666666666
2022-10-01,74.80645161290323
2022-11-01,61.9
2022-12-01,54.96451612903226
2023-01-01,42.409677419354836
2023-02-01,43.11071428571429
2023-03-01,42.39354838709677
2023-04-01,50.77333333333333
2023-05-01,108.92903225806452
2023-06-01,341.2
2023-07-01,318.19354838709677
2023-08-01,225.3548387096774
2023-09-01,102.07333333333334
2023-10-01,52.55161290322581
2023-11-01,49.28333333333333
2023-12-01,47.59032258064516
