Date,Navbahor,Xatirchi,Karmana,Paxtachi,Samarqand,Pastdargom,Toyloq,Urgut,Bulungur,Jomboy,Oqdaryo,Payariq,Ishtixon,Kattaqorgon,Narpay,Nurobod
2041-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041-03-01,0.3632480844818151,0.3000459253222467,0.1428791375442265,0.1056344530044567,0.0519010051866677,0.3129813971660953,0.0826756728005797,0.0933312755308616,0.0852882936708409,0.1171894168530975,0.2696035027382815,0.061593126213804,0.2843882447915273,0.3525067343959311,0.1632650448012903,0.0468485019665341
2041-04-01,1.7936929627215608,1.899012941945987,0.8071352134841403,0.7500356784086393,0.1859317037408812,1.918181105320914,0.1978877126570604,0.2579159946782777,0.3581826389909507,0.7518231756941026,1.042186951806804,0.822967376365373,0.9461230754266622,1.506250574433868,1.1007690280983635,0.2363493562790327
2041-05-01,3.730078912842307,3.9032328560424285,1.7116453693868776,1.7751018210747642,0.6643821158416708,4.968831172579355,0.7502252297708907,0.9822528232525262,1.0368041111409971,2.0441204828134323,2.729081031007824,2.6535326126216625,3.013031778552222,3.750660625176383,2.2547858427534155,0.6310032253883928
2041-06-01,3.914723953294382,5.3196309785042715,2.015026839922637,2.326365529039773,1.1959557012669095,6.094200243077282,1.1286052510101863,1.4625036410604677,1.6026252753673664,2.14739065131655,3.460873099558938,3.597189686050904,4.673602728527484,4.860113552388727,2.809441516941961,1.0483376397173516
2041-07-01,7.51930875874633,9.967605323077919,5.282638133272394,6.8745243279975465,3.072949315261315,13.85632619058292,2.6459573817800353,3.081262469255957,4.060732036703272,5.354934888740732,7.14790565368369,8.190539243837271,9.405595709052859,9.724729405180964,8.705361459869236,2.5127300818203917
2041-08-01,10.34418464874505,12.37845827146478,7.291230499091481,9.039625136886723,4.098180051331967,20.05617100823088,4.033829908062795,4.954928349503456,6.163031763517358,8.751468629164764,10.638133023738206,11.434507025723576,12.235284366860444,13.135023551686043,11.91421346149476,3.1076418362942757
2041-09-01,6.089637579566665,7.273226303818618,4.18502115018803,5.047248213418548,2.3616153918594343,12.242741067906454,2.3530966909923974,2.7258389012898174,3.500603010385116,5.225398351082358,6.660159248890342,6.877012975575655,7.2984896287246865,7.989616435184471,6.784994488077803,1.7480910545811594
2041-10-01,1.4762971673223726,1.9490424407623819,1.0429889589924057,1.3672194774540656,0.5634935276876382,2.7225935960434313,0.5080433916647105,0.4519811354989438,0.7286457661537493,1.0067496916234637,1.5734702796595055,1.7255915462232125,1.884089812998662,2.076709855287317,1.8497668459092396,0.4796038135461157
2041-11-01,0.0,0.0,0.0,0.0,0.009346103127717,0.0472070608998336,0.0112414289933665,0.0099761543916299,0.0185516301722875,0.0257969425227332,0.027386493247195,0.048048970433489,0.0285943947577127,0.0,0.0,0.0007036451066447
2041-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042-03-01,0.3632480844818151,0.3000459253222467,0.1428791375442265,0.1056344530044567,0.0519010051866677,0.3129813971660953,0.0826756728005797,0.0933312755308616,0.0852882936708409,0.1171894168530975,0.2696035027382815,0.061593126213804,0.2843882447915273,0.3525067343959311,0.1632650448012903,0.0468485019665341
2042-04-01,1.7936929627215608,1.899012941945987,0.8071352134841403,0.7500356784086393,0.1859317037408812,1.918181105320914,0.1978877126570604,0.2579159946782777,0.3581826389909507,0.7518231756941026,1.042186951806804,0.822967376365373,0.9461230754266622,1.506250574433868,1.1007690280983635,0.2363493562790327
2042-05-01,3.668513641085256,3.8639157976016087,1.6717479499803034,1.7345308945847102,0.6630790290857559,4.940670891845436,0.7468213808917653,0.9889897006491044,1.031237727707683,2.036324147837085,2.7210833324640373,2.6417449511027904,2.9862748262781316,3.697730605750146,2.18683458735127,0.6168114408478355
2042-06-01,3.5985535191768885,4.390366126829451,1.8147904524275602,1.8706701902234903,1.0649893936367614,5.191742066816548,1.1056685523500238,1.4559050052968794,1.5649840561039094,2.0741628075520517,2.9962325716652307,3.0344852759726813,4.046213468591864,4.053134647511946,2.3224251074754134,0.9085564206068102
2042-07-01,7.484160568351147,9.392267664728502,5.1535859099751455,6.529779950722185,3.0390198140743188,13.78039032608983,2.804437135773739,3.217203281523627,4.3225842866047905,5.698343651514057,7.131592561586485,7.812011724328125,8.981292314361056,9.150324754620048,8.537420533911604,2.4182332086145477
2042-08-01,10.092280596191669,11.946669675028275,7.0410122849510115,8.5128047880291,3.8130248228350982,18.671110338444954,3.87868421342964,4.482822634612808,5.905110168510335,8.378887921057824,9.93163042521428,10.877432066753062,11.660479939751582,12.496377594335964,11.168988972033137,2.8745119712629794
2042-09-01,5.655264909739628,6.777374165106573,3.890924952478992,4.765801133522114,2.4605609303876577,12.36682687132198,2.5624421916769675,2.884783340905453,3.8462930540073703,5.685364438235163,6.764393432357063,6.668045306572487,7.025904639044321,7.574680704603976,6.524218015406337,1.6938188526902092
